precincts,id
R3,627300195.0
C3,2140900100.0
S3,446000150.0
S3,7436500120.0
L1,6917700195.0
L3,4377000100.0
W3,925049278.0
L3,7558750120.0
R3,7856610490.0
R3,9346930100.0
L3,114100763.0
S3,7214700580.0
R3,4237901075.0
SW,302000375.0
L3,302000375.0
E,6843300090.0
N1,3524039144.0
S3,1787250210.0
L3,3022079080.0
D1,2402100205.0
S3,1973800150.0
R3,5315100805.0
W3,8682262240.0
W3,9541600490.0
J2,686200490.0
J2,8121101380.0
B2,9198600035.0
B2,322069141.0
N1,2523039054.0
L3,1446401540.0
N1,9541600015.0
S3,7352200025.0
U3,853600150.0
S3,9208900037.0
W2,7853230720.0
S3,8562750220.0
N2,3995700325.0
C3,2387400120.0
S3,822039146.0
W,1925069183.0
S3,6205500580.0
J1,8835400805.0
S3,1518000230.0
N,4053200410.0
R3,2141300620.0
W3,3278602170.0
S3,3876310300.0
S3,8141200027.0
B1,3034200543.0
W2,7787050180.0
C1,3760500475.0
S3,9301301145.0
L3,5615100330.0
L1,4139500410.0
S3,722039087.0
Q1,722039087.0
S3,8129700644.0
L3,8129700644.0
S3,4443800385.0
S3,4443800385.0
L3,7405700015.0
G3,2780400035.0
S3,5562100325.0
S3,7437101030.0
N1,3856904610.0
S3,1423069095.0
J1,2523400205.0
S3,3530420110.0
S3,6046401030.0
G3,8563000770.0
C3,2215900180.0
B2,2771602450.0
L3,722059233.0
R3,1257201095.0
S3,4391600035.0
S3,625049310.0
R3,424059100.0
Q1,1422029138.0
W3,2723069146.0
S3,5112800042.0
S3,579002870.0
S3,2461900790.0
L2,6788200360.0
R3,1018000110.0
S3,7701960720.0
S2,9477201530.0
F2,1821069072.0
U1,5035300572.0
S3,1023089019.0
S3,2710600015.0
L3,1502400300.0
L1,4045700115.0
S3,7504010590.0
W2,4389200610.0
N1,1321039076.0
F3,4123800180.0
S3,6415100410.0
S3,4420600015.0
S3,3856901880.0
Q1,3878900395.0
F3,9183701345.0
R1,7768700300.0
F2,3536900110.0
SW,7518503830.0
L3,2125059161.0
F2,2597520720.0
S3,109200730.0
B3,2621750110.0
N2,8644400040.0
L3,4237901345.0
L3,8731982250.0
L2,7942100180.0
W1,3324079089.0
L1,7147800015.0
S3,2826049023.0
R1,3905081530.0
D1,9543000945.0
S3,402000145.0
S3,4364200015.0
S3,2979800845.0
R2,7230900120.0
R2,5018200155.0
L1,6743700317.0
B2,3738900035.0
B2,1328300040.0
L3,952000495.0
R3,7996700220.0
J3,7972601445.0
L3,3751601785.0
S3,7212650650.0
S3,2413300730.0
O1,8127700735.0
S3,2113701080.0
R3,5700000120.0
J3,3172600031.0
SE,66000265.0
S3,4045800040.0
L3,1430800100.0
L2,2473411240.0
S3,2877100985.0
S3,4310701575.0
N,7715801030.0
S3,7202331050.0
N1,8820903555.0
F3,5708500315.0
B3,526059103.0
L3,1352300315.0
F3,3307700150.0
B3,809001400.0
L3,6123600090.0
Q2,8651401720.0
S3,6386700110.0
F2,8100900115.0
L3,7549801395.0
S3,226059096.0
S1,6021502070.0
J1,2767603608.0
S3,425059103.0
S3,1624079057.0
S3,1931300688.0
N1,7732650120.0
L3,179001425.0
L1,5469300330.0
E,3678900110.0
L3,3388300730.0
O1,4037600115.0
S3,4083302485.0
L1,7857000716.0
L3,8857600490.0
N3,925069100.0
L1,4077800518.0
B2,2212200100.0
S3,2212200100.0
S3,5100403876.0
R3,821049191.0
L1,126039599.0
F2,1218000195.0
L1,9287800375.0
R3,926069140.0
S3,2407000145.0
S3,452001280.0
S3,425069020.0
S3,4232901120.0
L1,4233400490.0
W2,4302201005.0
F2,2026079055.0
F2,5104510120.0
R3,7857003851.0
S3,1257202430.0
W1,5104511530.0
L1,522069111.0
W3,5379804537.0
S3,3034200410.0
S3,
S3,7203220410.0
C3,2426049168.0
B3,9828701565.0
G1,259600620.0
B3,5312100040.0
R3,1938400040.0
S3,6632900405.0
Q1,2125059123.0
S3,6411600113.0
Q1,6381500035.0
L3,7518500985.0
S3,5149800040.0
S3,3211000930.0
S3,1853081250.0
S3,6632300040.0
N2,6117501755.0
S3,6163900411.0
S3,1924069039.0
W,4058801065.0
N,1223089038.0
S3,5420800090.0
S3,2591720360.0
S3,9286750100.0
B1,2392100090.0
L3,4302201085.0
R3,4302201085.0
J2,7215730580.0
S3,2095500120.0
S3,136000220.0
L1,3834000720.0
J3,3523029077.0
S2,42000065.0
C3,3275330120.0
R3,2312400230.0
S3,3472800065.0
Q1,7518501140.0
B2,9126100815.0
S3,2769600590.0
S3,7215730040.0
R3,8155760040.0
C3,1376800220.0
S3,3623059101.0
S3,7010701016.0
Q2,1025069210.0
L1,721049096.0
L3,7347600210.0
B2,3630030180.0
L1,9353300820.0
S3,4310702876.0
N1,5647900120.0
L3,4123800580.0
R3,6169901006.0
L1,3735901080.0
L3,5104520620.0
S3,2422049107.0
L1,3260700360.0
S3,1862400057.0
L3,8682262720.0
F2,3183110180.0
F2,7986400360.0
S3,1789900065.0
R3,222069057.0
S3,3822200164.0
S3,1931300665.0
S3,1443500385.0
R3,259600410.0
S3,3630120880.0
R3,2822049210.0
S3,6821100015.0
S3,2267000458.0
N1,2976800115.0
L3,7436600090.0
L3,6072800205.0
E,3296000110.0
L1,5054800110.0
S3,5054800110.0
L1,7443000652.0
S3,3995700220.0
N1,4191400090.0
N1,7518505070.0
L3,9144300110.0
S3,7853301930.0
S3,3586500770.0
S3,7203100730.0
S3,8644400180.0
S3,2071500011.0
S3,5423600100.0
S3,3734900110.0
O1,2126049154.0
L1,1864700300.0
R3,1310930100.0
B1,8103000110.0
U3,8103000110.0
R3,7227501765.0
B3,824069188.0
S3,1402000210.0
S3,5412400180.0
S2,8894200150.0
S3,4037500110.0
B1,1843100540.0
R3,7856620210.0
N2,425200145.0
L3,6073300750.0
N1,6450301220.0
R3,3401700150.0
R3,7200001254.0
S2,9828201745.0
G2,9238500410.0
L3,2587910180.0
W3,8663200450.0
W3,1310960220.0
L2,396100110.0
S2,7785350490.0
W2,1795900210.0
R3,1796370730.0
W3,7787100210.0
S3,1137450120.0
L3,1921059303.0
B3,6699000610.0
S3,3621059048.0
C3,2620069077.0
S3,3083000910.0
S3,192600100.0
S3,5608010750.0
L1,6140100150.0
R3,9550203690.0
N1,5423010180.0
N1,2919200665.0
S3,2122059199.0
R2,3601200017.0
C3,2658000115.0
L3,7349400610.0
S3,868001790.0
S3,1105000015.0
B3,2919201385.0
L3,7202470100.0
S3,2832100910.0
L3,4100000040.0
E,9320100090.0
R3,2589300180.0
B2,357000025.0
O3,3179100180.0
L1,2487700065.0
S3,8732040820.0
S3,1160000300.0
C3,3904100035.0
S3,5288200230.0
S3,3331500820.0
B2,3023039231.0
SE,5595900355.0
F2,8682290360.0
S3,5200100115.0
F2,1310700210.0
L3,3298500690.0
S3,722059002.0
L3,1022069183.0
L1,4053200933.0
S3,5589300205.0
Q2,644000040.0
S3,1787600165.0
C1,405100165.0
S3,223049087.0
N,2742100085.0
N2,3204300625.0
S3,6619910230.0
R3,3275310220.0
F2,5466310730.0
R3,2767704055.0
R3,7504100110.0
S3,9320990110.0
Q1,1400700150.0
L3,1186000150.0
R3,1024069009.0
S3,464001115.0
L1,886000015.0
E,3578600062.0
R3,1402950450.0
S3,3629970620.0
S3,3537900180.0
F3,8651442510.0
W1,114700150.0
L1,472000620.0
S3,5491200210.0
L3,7973202712.0
N1,7970800100.0
S3,8122600165.0
SW,686530110.0
S3,5151600530.0
L2,1926069192.0
Q1,5649000150.0
N1,7812800775.0
L3,2770604410.0
S3,9485951510.0
S3,1337800805.0
L3,4059400265.0
R3,993000100.0
S3,2917200085.0
N1,3914000090.0
B3,4157600150.0
L1,3624039111.0
S3,8099900490.0
B2,1687910100.0
L3,5419800330.0
S3,5035300085.0
S3,325059131.0
S3,2201500450.0
L1,3342101270.0
L3,3574750150.0
G3,9828702055.0
S3,2207100650.0
U2,240000031.0
O1,2953000300.0
L3,6119700150.0
S3,9274200365.0
W3,6187700501.0
W3,4137020910.0
L3,1233100720.0
S3,3034200530.0
C3,1463400081.0
L3,1773101050.0
C3,1895450090.0
S3,5101406384.0
C3,6821102346.0
C3,1926049210.0
S3,1842200040.0
S3,2623089002.0
N2,4391600065.0
S3,3760500602.0
S3,6071000265.0
L3,3222059206.0
J3,3034200933.0
Q1,2028701165.0
S3,5634500234.0
S3,2310100180.0
L1,2767600921.0
B3,8835200790.0
R3,2473000410.0
S3,3286800110.0
S3,1402600110.0
S3,1126059170.0
R3,8035350090.0
N,4389200753.0
S3,6818400110.0
R3,4217401035.0
F2,1683400165.0
L3,1939120450.0
C3,4137010530.0
G3,2624039133.0
S3,2794700120.0
S3,2944010210.0
L1,8651443360.0
G1,1338300180.0
N1,624110540.0
S3,4039700090.0
N1,6752601110.0
N1,8861000210.0
F2,1088700100.0
L3,7893207925.0
N1,3449820100.0
S3,1588600110.0
S3,8079040300.0
S3,7390400026.0
G3,2425059144.0
S3,7821200375.0
S3,1370800700.0
U2,8857640710.0
L3,9558020240.0
L1,3834000400.0
L3,461002050.0
W2,724069065.0
L3,4307351180.0
L3,984100340.0
L2,8159620260.0
L2,7559600200.0
R3,1995200320.0
S3,4223000140.0
R3,7215730200.0
L1,1900600105.0
S3,8644300200.0
S3,3262301610.0
S3,524059250.0
R3,8594400350.0
S3,4031000260.0
S3,1454100260.0
N2,1934800138.0
W3,9508500075.0
W3,2946003415.0
S3,1926049326.0
F3,7655900187.0
L3,7452500565.0
W1,2871000400.0
R3,6150200060.0
S3,3668000830.0
S3,2473460060.0
C3,9558021000.0
R3,1250201610.0
S3,1321720160.0
R3,5029450200.0
S3,723000226.0
F1,225079036.0
N,5255700160.0
W,5683500030.0
R3,312000295.0
E,9510970520.0
S3,193600200.0
S3,2568300045.0
L3,2568300045.0
S3,8691410310.0
S3,1656600310.0
L1,3904940160.0
C3,1774200060.0
S3,4137070030.0
L1,2144800117.0
S3,3392100140.0
S3,2581900060.0
S3,4058801230.0
S3,2787320140.0
L3,263000324.0
S3,254000695.0
L1,3013300830.0
N2,2475201070.0
R3,798000421.0
R3,4104500181.0
S3,8701600030.0
S3,8944360390.0
N1,7968460270.0
C3,9406570350.0
N1,686900030.0
L3,6071300030.0
S3,5416500520.0
L3,1102000270.0
W2,5422430320.0
S3,3157600340.0
S3,2061100435.0
L3,7011201550.0
L3,2581300055.0
J3,1344300045.0
R3,7575620640.0
S3,8645500270.0
L3,1246700136.0
R3,3211100240.0
N,8078100140.0
S3,6675500105.0
S3,4040700310.0
L3,6388910160.0
L3,4023500990.0
S3,2921049121.0
L1,7229210060.0
W2,4137040060.0
S3,7982600030.0
B1,1775930140.0
S3,3222079083.0
R3,3585210200.0
S3,2705600069.0
L1,8691360200.0
L3,9541600350.0
S3,8562740400.0
S3,705700960.0
L3,2645500013.0
R3,5318100200.0
C3,2224700045.0
B3,4047200135.0
B3,2009000830.0
L3,6619910240.0
S3,5288200070.0
U3,7852110070.0
S3,740500070.0
R3,4046601420.0
F2,2130700860.0
S3,3975400045.0
L3,5451200520.0
S3,6600400270.0
S3,624100990.0
B3,2424059139.0
S3,2883200875.0
S3,1917300105.0
S3,7203000200.0
J1,9510971070.0
W2,3760500240.0
S3,4068300160.0
L3,1774220070.0
R3,1563102685.0
S3,395800370.0
L3,3918400013.0
J3,1545804820.0
F3,7811220070.0
G3,5561100431.0
R3,5145100310.0
R2,255550270.0
R3,1123049129.0
L3,9407150310.0
S3,7732501000.0
S3,1024069205.0
R3,5426300060.0
G3,3797000400.0
R3,2877102196.0
S3,9265200060.0
N2,2894700270.0
E,2862100260.0
L3,2730000070.0
S3,4139400060.0
C3,4365200520.0
R1,3629980350.0
L1,3211600140.0
G3,3598600049.0
R3,3598600049.0
F2,1232001070.0
Q1,7812801925.0
C1,522059062.0
L3,4178500640.0
S3,9528104660.0
R3,5013500400.0
S3,2550820060.0
S3,425079046.0
L1,3905050240.0
W2,5381000070.0
L1,1245002445.0
S3,6865200831.0
S3,1446801000.0
D1,4038700830.0
U3,4094800260.0
S3,2742100152.0
B1,8691410060.0
S3,1325059083.0
S3,7852011070.0
F3,2323059074.0
F3,7950304075.0
S3,3260000340.0
C3,9552701000.0
L3,5469501200.0
N,6300500105.0
B3,4400200060.0
W3,5422560860.0
S3,7789000260.0
W2,8861000060.0
S3,9350900550.0
L3,9560800310.0
R3,9187200228.0
N1,7215730070.0
S3,121039083.0
S3,2770601677.0
S3,3720800070.0
L3,3558910570.0
L3,1081300390.0
S3,7805450560.0
Q1,6648770240.0
F2,5104520810.0
R3,
L1,255000320.0
L3,5398600075.0
G3,7695470200.0
L3,6892510200.0
U3,4123800320.0
S3,809001505.0
F3,3856905185.0
S3,4051100390.0
F3,579003240.0
S3,2333230060.0
J2,7129303240.0
S3,1219000473.0
N2,1219000473.0
S3,5469700060.0
G1,1118000935.0
L3,8819900055.0
S3,1995200338.0
C3,91000320.0
U1,8887001600.0
S3,7183000060.0
N2,194000565.0
G3,3830610320.0
SE,7922710320.0
S3,1231000310.0
L3,173000140.0
C3,8651411260.0
R3,7272000260.0
L1,2787700060.0
L3,5499700045.0
L1,9433000390.0
R1,7300400200.0
S3,2771101963.0
R3,123039346.0
R3,524069116.0
L3,3583300075.0
L1,7203220030.0
B1,1250201550.0
L3,8651611260.0
S3,1797501275.0
S2,2215900800.0
R3,7883602650.0
R3,3546000340.0
L3,6118600045.0
B3,1123059116.0
F2,124000160.0
J3,8733000045.0
L3,263000327.0
L3,5153200358.0
L1,2258500045.0
W3,6137500310.0
S3,3323069045.0
SW,8563070030.0
S3,425049036.0
L1,8562750550.0
U1,767000159.0
R3,5366200030.0
B3,7857000861.0
F3,1094000030.0
W2,1853000030.0
F3,5318101040.0
N2,3623500049.0
S3,1026049036.0
S3,8568030030.0
L2,4022906531.0
S3,5700002325.0
L3,2473100510.0
S3,629811600.0
W3,7923300310.0
R3,4054560140.0
F3,4027700632.0
C1,2818100060.0
S3,1771000960.0
S3,2591830350.0
B3,8842400071.0
S3,7856700060.0
S3,9186300060.0
S3,3275740030.0
L3,452001860.0
S3,7779200075.0
L3,3975400260.0
S3,2225059336.0
G1,8567450060.0
R3,6178930340.0
R3,8731990370.0
Q2,9407150350.0
S3,3438502200.0
C1,1274500700.0
F3,5667100045.0
G3,2887700560.0
R3,7215720070.0
S3,6638900550.0
G3,723049307.0
S3,7577700521.0
L3,7888700030.0
R3,3501600135.0
R1,1822059331.0
S3,7852030310.0
S3,8901001090.0
B2,192450200.0
B1,1771100030.0
S3,1560920370.0
N1,8731981360.0
L3,9541600060.0
L3,2923049468.0
L3,8722100810.0
L3,7840800135.0
S3,8083350070.0
S3,1923800135.0
G3,1310980070.0
C3,3110800030.0
S3,8731801260.0
L1,7202270700.0
F2,7230300060.0
R3,11510700.0
R3,586470350.0
L3,6840700036.0
S3,1824069083.0
S3,1836980240.0
S3,3528900160.0
F2,1442800060.0
S3,8722100030.0
S3,1723049624.0
B2,4040400200.0
S3,8691391090.0
S3,7853302190.0
R3,3260000700.0
S3,5126300510.0
C1,7199330370.0
J3,1854900240.0
U1,6738700335.0
R3,322059264.0
R1,5557500270.0
B3,9164100125.0
W1,7370600045.0
S3,8594400060.0
L3,7818900060.0
L3,2126059139.0
W3,1759701600.0
S3,1795920310.0
F3,1626069139.0
S3,3303951600.0
L1,3353402400.0
S3,2332700060.0
S3,4040800260.0
R1,1202000140.0
S3,4022902050.0
SW,4364200125.0
R3,4036801245.0
S3,7375100070.0
S3,686400060.0
S3,1645000710.0
S3,5476800069.0
W1,823059185.0
L3,4364200075.0
C1,2473420070.0
B1,5706201360.0
N1,4442800012.0
L1,3339900640.0
R3,425400070.0
R3,4036800370.0
L3,2412600070.0
L3,8805900570.0
S3,9178600810.0
N3,2979800764.0
B2,3904980270.0
L3,6738700075.0
W3,1646501920.0
S3,2997800075.0
N1,4440400125.0
S3,
L1,1523560030.0
L3,2896000710.0
L3,9238900060.0
L3,1081310060.0
L3,3256400060.0
R3,8914200060.0
S3,732000160.0
J3,1592080060.0
U1,7852190320.0
L3,7950303270.0
S3,7853340960.0
C3,7312900060.0
R3,1231001090.0
B3,1545805460.0
R3,1473120390.0
R3,1657300070.0
N,104501040.0
S3,9345400350.0
S3,2592400400.0
L1,6788200295.0
S3,7308900445.0
W3,3034200435.0
S3,3755000060.0
S3,7524950710.0
SE,6071200400.0
L3,1939000030.0
S3,6979900370.0
S3,3303860160.0
B1,6413100311.0
S3,1232002015.0
Q1,5116060030.0
L1,1898700310.0
C3,1079600270.0
W3,1073100030.0
N,1157200189.0
S3,3822200105.0
S3,8121200700.0
S3,4221900030.0
S3,9475200030.0
R3,3585220070.0
R3,8644220070.0
U2,9225900055.0
L3,1972202010.0
S3,9547200340.0
S3,2481630030.0
S3,3092000030.0
R3,3592500340.0
L3,3447000060.0
S3,2767704860.0
S3,4141000060.0
S3,7767000060.0
L3,2061100390.0
L1,4388000260.0
S3,7787110510.0
N,4024100982.0
L1,2621420060.0
S3,4319200060.0
L3,2473480310.0
S3,3629960060.0
S3,7857000732.0
S3,7805600070.0
F3,109200140.0
L3,3224059033.0
S3,868002015.0
L3,321100260.0
S2,2325039084.0
N2,2126049083.0
L3,3298400350.0
L3,7558800240.0
S2,5100402782.0
S3,5466310060.0
S3,8079010310.0
S3,8581200240.0
G3,7853250070.0
S3,7785000260.0
R3,3525069037.0
L3,4217401180.0
S2,8861700030.0
L1,2287400030.0
L1,7852010510.0
L3,5104512180.0
N2,9201000030.0
R1,7199340560.0
F2,5561700340.0
F1,1657530350.0
L3,9423800030.0
L3,1939100560.0
R3,626059276.0
L1,7852020800.0
S3,1994200012.0
Q2,6626100260.0
S3,4166800320.0
S3,5490210200.0
L1,5067400162.0
L3,4306500070.0
L1,5416500260.0
L3,1446800710.0
J2,2324800350.0
R3,6648500390.0
S3,8078440140.0
S3,2624049050.0
R3,1862400226.0
W2,4046700140.0
R3,3066410810.0
S3,5453700140.0
U1,2648500030.0
S3,4167100240.0
Q1,2460700030.0
S3,682000030.0
S3,9211500560.0
L3,3211800140.0
R3,2193340260.0
L1,3419600125.0
S3,1357300240.0
S3,3876820140.0
S3,9526600710.0
L3,2291400350.0
L1,9834200390.0
SW,7631200310.0
W3,3438500796.0
S3,11520200.0
L3,339600070.0
S3,629810800.0
S3,8665900070.0
R3,9282800075.0
L1,809002675.0
U1,6305900350.0
L1,1180002075.0
R3,8832900135.0
L3,8682230400.0
S3,9560800390.0
B3,2558630350.0
S3,7517500310.0
L1,4141400030.0
S3,8570900162.0
S3,6837820030.0
S3,98030400.0
J3,7312400030.0
L3,5452800800.0
S3,7889000125.0
S3,5101402276.0
U1,1621069045.0
R3,1370800935.0
R3,7522600030.0
N1,123059046.0
L3,5201000030.0
G3,8965500030.0
G2,4019300030.0
U2,8929000030.0
S3,7880020030.0
N1,
N1,7327500270.0
B3,8568010310.0
S3,1126049105.0
G2,3438501662.0
S3,293000036.0
S3,2648000071.0
S3,5273200060.0
S3,2025701360.0
S3,7787120260.0
S3,4154305085.0
S3,967000400.0
L3,5101401816.0
L3,3755000310.0
S3,7300200400.0
R3,1795920350.0
C3,3530440140.0
S3,6690500060.0
S3,3568200060.0
J3,3530200160.0
B1,40000228.0
L1,3878900270.0
S3,8029600400.0
D1,4083300510.0
S3,1026069155.0
L3,3298600340.0
S3,1921059235.0
S3,2887701420.0
N1,2553300270.0
S3,6206100075.0
S3,1397300055.0
S3,1357900060.0
S3,9346700030.0
S3,730000139.0
S3,4219400465.0
J3,8947250060.0
N,3293700496.0
N,3293700496.0
S3,2921700060.0
G1,3629870200.0
R3,6909200335.0
S3,8945100320.0
L3,8945100320.0
J3,6792200282.0
R3,1471701170.0
S3,8564850200.0
S3,1471610070.0
R1,3384300160.0
L3,6139800390.0
Q1,8819900270.0
S3,8944290200.0
S3,4057300030.0
S3,1277000240.0
S3,3345100002.0
L3,179000505.0
S3,1972200751.0
L3,868002080.0
R3,4426600125.0
L3,1683500140.0
L3,1689401230.0
S3,7852060370.0
S3,3876200060.0
R3,2571910260.0
S3,8731900640.0
L3,1826049094.0
S3,2345700260.0
S3,3622069050.0
R3,3342100160.0
S3,2422049104.0
S3,2422049104.0
R3,6600350140.0
L3,510003230.0
S3,1995200200.0
L1,1995200200.0
S3,2473480350.0
S3,1189000700.0
B1,7923700030.0
N1,1796360340.0
Q1,625059036.0
N2,5694500200.0
S3,224069114.0
L3,5379802871.0
F2,1311600030.0
G1,669000350.0
S3,2494000070.0
E,2771600350.0
S3,1091310140.0
N2,1450100390.0
S3,1450100390.0
S3,2473250400.0
L1,1420700030.0
W2,3630110340.0
W2,1313000240.0
R3,1441600160.0
F3,8807600140.0
L1,8928100125.0
B2,7853302180.0
S3,9325200160.0
S3,98001000.0
S3,3306200240.0
L3,7436500060.0
R3,1022059032.0
L3,1523049083.0
N1,9346920070.0
R3,5709200030.0
F3,5104470070.0
L3,3330500075.0
B2,200800200.0
L3,1432400570.0
L3,1552510160.0
S3,2473460860.0
S1,7812800681.0
S3,579000550.0
L1,2916200138.0
S3,6821100125.0
R3,1529300135.0
L1,4124000320.0
L1,1775910370.0
L3,4365200505.0
W2,7960100030.0
L3,9264900350.0
W2,955000060.0
N2,5205000160.0
L3,6145600955.0
S3,2472950350.0
L1,9475710060.0
G3,1112700060.0
C3,66000140.0
L3,1021000060.0
L1,4154304740.0
L1,7972604215.0
S3,7979900126.0
S3,2821100125.0
S3,2323089065.0
G3,6623400187.0
S3,6623400187.0
R3,325049234.0
S3,8016300240.0
S3,7955040160.0
S3,6414600232.0
S3,1824059070.0
N1,6031400013.0
W2,9557300570.0
S3,4443800960.0
Q2,7203220310.0
N1,7202330030.0
U1,3353404510.0
Q1,6064800550.0
S3,1786630160.0
B2,3709500140.0
L3,7942300070.0
S3,7525300240.0
G2,3579000800.0
S3,3577000116.0
L1,5490210320.0
U3,3259400030.0
Q1,3134100162.0
U3,9277700075.0
S3,1172000135.0
N1,1025059094.0
B1,6705900070.0
L1,9522400350.0
B2,650000030.0
R3,8712100435.0
F3,1530900560.0
F3,
R3,7767400060.0
Q2,820000012.0
C3,3308030060.0
N1,9485750240.0
J2,3826000550.0
G3,7960100075.0
S3,7461400400.0
L3,6206100030.0
L1,7888300340.0
S3,1180000885.0
S3,1081330060.0
F2,9536600105.0
S3,2783100160.0
L3,9297301505.0
S3,5561300340.0
R3,1794500695.0
J1,2797500030.0
L3,9214400125.0
S3,6821101895.0
R3,8079040140.0
F3,7518507580.0
S3,3863800030.0
L3,3303850390.0
W2,7128300060.0
L3,104510340.0
S3,114101505.0
S3,1928300350.0
J2,1370800560.0
F2,8825900310.0
S3,4167700240.0
L1,2138800060.0
N1,579002220.0
R3,9144300060.0
E3,4441300416.0
B1,3225069301.0
R3,6620400400.0
S3,3361402041.0
S3,1150000340.0
U3,7015200800.0
L3,5316100106.0
L1,3102700160.0
R3,8129700565.0
R3,9839300125.0
W3,2011400710.0
L3,1522700060.0
L3,7568700135.0
L1,8651411070.0
S3,2616700520.0
F3,4415600030.0
S3,1072000260.0
R3,8045000340.0
S3,42000127.0
L1,2205500335.0
R3,1814800060.0
S3,3885804260.0
SW,9264920270.0
L3,1778350160.0
S3,623049185.0
C3,1180002735.0
J1,3876313100.0
F2,826000295.0
Q2,3876311860.0
N2,2224079050.0
S3,8945000260.0
U3,2768301182.0
J2,1827200135.0
S3,4307300520.0
W3,6632900354.0
L3,9540100060.0
L3,2424059116.0
S3,7600125.0
R1,579003645.0
Q2,3224600340.0
R2,7129800036.0
S3,3294700421.0
F3,6746700565.0
L3,742000060.0
L3,626059155.0
F3,1150000200.0
S3,1592000640.0
Q3,3123039171.0
L3,3876312010.0
J2,5364200695.0
R3,7979900806.0
S3,8643200060.0
S3,7972602080.0
S3,7212650200.0
L3,8079100140.0
R3,8091800140.0
S3,7214720510.0
S3,9346920260.0
F2,3750603471.0
S2,3438502501.0
C3,1775500310.0
F2,1796380310.0
L3,1118000320.0
S3,3362401000.0
S3,7454000990.0
W2,5244800125.0
W3,789000520.0
R3,7852000340.0
S3,8827900560.0
N,2768000390.0
S3,2475200370.0
B2,8731981940.0
N,3626079032.0
S3,6646200710.0
O1,7167000060.0
S3,5249802085.0
L3,3528900060.0
C3,6056100295.0
L3,9392200030.0
L3,936000055.0
S3,3840700560.0
B2,333100295.0
R3,133000127.0
F1,4221970060.0
S3,1732800310.0
L3,2025069037.0
J3,2516000486.0
L3,4037400070.0
S3,3375300370.0
Q1,1682500240.0
L3,6806100340.0
L3,8682281070.0
S3,8691330260.0
S3,869700140.0
S3,7221400320.0
S3,7454001125.0
S3,7129304375.0
F3,6189200260.0
S3,1430800162.0
R3,2570300240.0
L3,3294700320.0
S3,2976800700.0
S3,7625704340.0
G3,9238900390.0
R3,4139430310.0
C3,1402630270.0
L3,3735901600.0
J3,739500270.0
S3,3566800125.0
R3,2886200070.0
S3,3529300060.0
N1,3085001610.0
L1,9414500200.0
O1,8651611230.0
L3,8712100350.0
L1,7202350310.0
L1,1326059070.0
S3,1311900240.0
N1,7518503490.0
S3,6669200200.0
S3,3438501860.0
W3,7852170570.0
C3,9290850060.0
R3,4206901505.0
S3,6600220550.0
S3,8699100160.0
L1,1068000520.0
L1,2558610070.0
R3,1829300270.0
G3,7212650240.0
N1,3205200240.0
S3,1682000350.0
B3,7229900885.0
W3,7888000400.0
R3,523049195.0
S3,1423400160.0
L2,1766600075.0
R3,1088020070.0
S3,7893200486.0
C3,8929000060.0
F2,8146200070.0
S3,624069050.0
S3,5318100935.0
L3,1313300340.0
R3,8032700070.0
L1,1072000240.0
S3,3904920390.0
S3,7345200400.0
S3,923000270.0
C3,7016310270.0
L1,3650100105.0
S3,3761100240.0
S3,2126049277.0
S3,253600160.0
L3,1623069046.0
R3,9235900030.0
R3,5451200370.0
S3,7338000270.0
S3,2115720270.0
S3,11200070.0
R3,8732300060.0
S3,8651410240.0
R3,3342102220.0
S3,7663700783.0
R3,9477201370.0
L1,1923000370.0
S3,6841700070.0
L2,3293700105.0
R3,8001450060.0
R2,2877104316.0
L3,1522039105.0
Q1,924069190.0
R3,2722059185.0
S3,4073200575.0
J2,9542600070.0
L3,2459960030.0
S3,259800640.0
W2,1223039195.0
Q2,1545804510.0
R3,1921059045.0
S3,8078460070.0
S3,7525300260.0
L1,4249400270.0
L3,179000240.0
R3,8856004327.0
L3,8029550160.0
W3,5016001260.0
S3,1133000036.0
B2,5416510710.0
B2,1796380060.0
W2,1223089050.0
R1,7436900060.0
L3,2202500135.0
L3,224069195.0
S3,9407101180.0
S3,6699950310.0
B1,5379800810.0
S3,711000070.0
R3,5127001170.0
S3,191100140.0
R3,6198400218.0
R3,3578400270.0
S3,9573120260.0
L3,2310110070.0
S3,6413600192.0
N1,4037500335.0
L3,5141000510.0
R3,3876311180.0
L1,5036300575.0
S3,384000135.0
C3,322059326.0
L3,9530101670.0
J2,5490220030.0
L3,2459500070.0
L3,7312400075.0
C1,7011200830.0
L3,8691390860.0
S3,8929000350.0
L1,1322049335.0
L2,7715600070.0
J3,2985800070.0
L1,98000560.0
S3,125059179.0
L1,7558800570.0
R3,9378700200.0
L3,2767603612.0
R3,2767603612.0
R3,3259400024.0
L1,7954000125.0
W2,5535600640.0
S3,1313000710.0
S3,1786700240.0
N3,2739200160.0
E,2874600335.0
S3,3222049159.0
S3,7856550240.0
L1,2817910030.0
C1,8649900160.0
L1,7856610160.0
S3,3705000070.0
S3,2619950400.0
S3,7749500160.0
S3,3585300445.0
S3,2909700070.0
R3,2581900036.0
Q1,5589900400.0
U3,323089159.0
S3,5015000700.0
N1,624110860.0
L3,9521100465.0
N1,3275790140.0
S3,1313300400.0
N2,8670900140.0
S3,2540850070.0
S3,1921069068.0
S3,3574800860.0
S3,5652600069.0
